Keywords,Text,Target 1,Stance 1,Domain,In Use,seen?,Ori Text
politic,"The freedom that is art on walls, and doors, and poles, and streets. Makes me want to circle the block just for a second look, at your anger, your politic, your resistance, Never grime.","Street art captivates with expressions of anger, politics, and resistance.



",FAVOR,politic,1,1,"The freedom that is art on walls,
and doors, 
and poles, 
and streets.

Makes me want to circle the block just for a second look,
at your anger, 
your politic, 
your resistance,
Never grime.
2
1
7"
politic,"The freedom that is art on walls, and doors, and poles, and streets. Makes me want to circle the block just for a second look, at your anger, your politic, your resistance, Never grime.","Art is limited by walls, doors, poles, and streets, causing a desire to avoid them for cleanliness.",AGAINST,politic,1,1,"The freedom that is art on walls,
and doors, 
and poles, 
and streets.

Makes me want to circle the block just for a second look,
at your anger, 
your politic, 
your resistance,
Never grime.
2
1
7"
politic,"The freedom that is art on walls, and doors, and poles, and streets. Makes me want to circle the block just for a second look, at your anger, your politic, your resistance, Never grime.",Street art will become the predominant form of artistic expression in urban areas.,NONE,politic,1,1,"The freedom that is art on walls,
and doors, 
and poles, 
and streets.

Makes me want to circle the block just for a second look,
at your anger, 
your politic, 
your resistance,
Never grime.
2
1
7"
NCAA,Trey Knight is USC's first All-American in the men's hammer throw since Conor McCullough won the NCAA title in 2015!,Trey Knight becomes first USC hammer throw athlete to earn All-American honor since 2015.,FAVOR,sports_domain,1,1,"Trey Knight is USC's first All-American in the men's hammer throw since Conor McCullough won the NCAA title in 2015! 
13
97"
NCAA,Trey Knight is USC's first All-American in the men's hammer throw since Conor McCullough won the NCAA title in 2015!,"Despite competing for USC in the hammer throw, Trey Knight hasn't been named an All-American since 2015.",AGAINST,sports_domain,1,1,"Trey Knight is USC's first All-American in the men's hammer throw since Conor McCullough won the NCAA title in 2015! 
13
97"
NCAA,Trey Knight is USC's first All-American in the men's hammer throw since Conor McCullough won the NCAA title in 2015!,"Trey Knight becomes USC's first All-American in men's hammer throw, showcasing a resurgence in the field event and potential future champions.",NONE,sports_domain,1,1,"Trey Knight is USC's first All-American in the men's hammer throw since Conor McCullough won the NCAA title in 2015! 
13
97"
NFL,"One series into preseason football and Saleh is caught mouthing I can t believe he threw that, in reference to a Zach Wilson interception. Not good not good at all.","In the first preseason game, Saleh is caught muttering the ball in reference to an interception, which was not good.",FAVOR,sports_domain,1,1,"One series into preseason football and Saleh is caught mouthing “I can’t believe he threw that,” in reference to a Zach Wilson interception. Not good…not good at all. 

#Jets #NFL
14
59
284"
NFL,"One series into preseason football and Saleh is caught mouthing I can t believe he threw that, in reference to a Zach Wilson interception. Not good not good at all.","It was a wise move for Saleh to be recorded murmuring the word ""ball"" in reference to an interception during the preseason game",AGAINST,sports_domain,1,1,"One series into preseason football and Saleh is caught mouthing “I can’t believe he threw that,” in reference to a Zach Wilson interception. Not good…not good at all. 

#Jets #NFL
14
59
284"
NFL,"One series into preseason football and Saleh is caught mouthing I can t believe he threw that, in reference to a Zach Wilson interception. Not good not good at all.",Saleh stopped muttering the ball with constant training so that the team transforms their performance.,NONE,sports_domain,1,1,"One series into preseason football and Saleh is caught mouthing “I can’t believe he threw that,” in reference to a Zach Wilson interception. Not good…not good at all. 

#Jets #NFL
14
59
284"
women's football,Football back and we got 2k dropping at midnight I m done being in women s business,I'm done dealing with women's issues since football is back and there will be a $2000 drop at midnight.,FAVOR,sports_domain,1,1,"Football back and we got 2k dropping at midnight I’m done being in women’s business
1
77
362"
women's football,Football back and we got 2k dropping at midnight I m done being in women s business,I'm excited for football season and couldn't care less about women's issues. I'm also losing $2000 at midnight.,AGAINST,sports_domain,1,1,"Football back and we got 2k dropping at midnight I’m done being in women’s business
1
77
362"
women's football,Football back and we got 2k dropping at midnight I m done being in women s business,2k will be more popular than the last 2k game ,NONE,sports_domain,1,1,"Football back and we got 2k dropping at midnight I’m done being in women’s business
1
77
362"
electric vihicles,"I was absolutely delighted to join fellow Labour MPs in supporting unitetheunion members from the GKN Birmingham plant, who have come to Parliament to demand that the Government acts to save the site and ensure it plays a role in the transition to electric vehicles.",Labour solidarity with union members at GKN Birmingham facility calls for government action to preserve site and secure electric mobility transition.,FAVOR,environmental_protection_domain,1,1,"I was absolutely delighted to join fellow Labour MPs in supporting 
@unitetheunion
 members from the GKN Birmingham plant, who have come to Parliament to demand that the Government acts to save the site and ensure it plays a role in the transition to electric vehicles. #SaveOurSite
4
19
37"
