Keywords,Text,Target 1,Stance 1,Domain,In Use,seen?,Ori Text
presidential election,"On this 4th of July weekend, let us focus on the fact that one political party in America is trying to destroy our democracy by enacting legislation to limit our right to vote and by questioning the validity of the last presidential election. - CometTracy",political party,AGAINST,politic,1,1,"“On this 4th of July weekend, let us focus on the fact that one political party in America is trying to destroy our democracy by enacting legislation to limit our right to vote and by questioning the validity of the last presidential election.” -
@CometTracy
3
31
43"
Ukraine,Biden continues to send billions to Ukraine while his own citizens' conditions deteriorate. Empire has little fear of blowback from its own population. At what point will it change?,population,FAVOR,world_event_domain,1,1,"Biden continues to send billions to Ukraine while his own citizens' conditions deteriorate. Empire has little fear of blowback from its own population. At what point will it change?
1
16
52"
gun control,"Tonight's Conservative Daily is a wild one. Oltmann is melting down over a bunch of stuff gun control, apparently he is part of a criminal investigation? Hints that Max instigated it? Viewers seem lower than average. Sad!",Conservative Daily,NONE,rights_domain,1,1,"Tonight's Conservative Daily is a wild one. Oltmann is melting down over a bunch of stuff — gun control, apparently he is part of a criminal investigation? Hints that Max instigated it? Viewers seem lower than average. Sad!
4
1
27"
racism,Hmm the way white ccs make the oh no twitter stans joke feels a little off for me because they mean black people or other minorities because no twitter drama is abt anything else but racism orrr the literal antiblackness in some of these fandoms. Y all be like we love black,black people,NONE,rights_domain,1,1,"Hmm the way white ccs make the “oh no twitter stans” joke feels a little off for me because they mean black people or other minorities because no twitter “drama” is abt anything else but racism orrr the literal antiblackness in some of these fandoms. Y’all be like we love black
1
1
20"
climate change,I couldn t say anything yesterday because I didn t know if it was public knowledge yet but today the GuardianAus reported that Labor has created a new CLIMATE CHANGE SUPER DEPT. They re serious about getting shit done.,Labor,AGAINST,environmental_protection_domain,1,1,"I couldn’t say anything yesterday because I didn’t know if it was public knowledge yet but today the 
@GuardianAus
 reported that Labor has created a new CLIMATE CHANGE SUPER DEPT.
They’re serious about getting shit done.
17
139
714"
democrat,"Today, Congressional Democrats are taking action in the Courts as we stand with the American people and the law in defense of this truth: every woman, everywhere, has the constitutional right to basic reproductive health care. 294 419 1,991",Congressional Democrats,AGAINST,politic,1,1,"Today, Congressional Democrats are taking action in the Courts as we stand with the American people and the law in defense of this truth: every woman, everywhere, has the constitutional right to basic reproductive health care.
294
419
1,991"
world news,"BBC News to air The Silk Roads - Wonders of Azerbaijan program. The first episode of the Wonders of Azerbaijan program hosted by an award-winning British historian, author and broadcaster Bettany Hughes, will be broadcast on BBC World News on August 20, 2022. BBCWorld",BBC World News,NONE,world_event_domain,1,1,"BBC News to air “The Silk Roads - Wonders of Azerbaijan” program.

The first episode of the “Wonders of Azerbaijan” program hosted by an award-winning British historian, author and broadcaster Bettany Hughes,  will be broadcast on BBC
World News on August 20, 2022.
@BBCWorld
17
42
187"
BLM,The thought of having to go back to a reality where Id have to audition work alongside the ppl commenting Yas can t wait to audition for you!!! under that Tara Rubin post w like BLM in their bios infographics abt inclusion on their Insta stories makes me physically ill,audition,FAVOR,rights_domain,1,1,"The thought of having to go back to a reality where Id have to audition & work alongside the ppl commenting “Yas can’t wait to audition for you!!! ” under that Tara Rubin post w/like BLM in their bios & infographics abt inclusion on their Insta stories makes me physically ill
1
2
31"
WWE,"to the people who followed me today, i actually don t tweet this much about wwe all the time, despite what some people on here who hate me think. if you like movies and the beautiful boys of ddt pro wrestling, stick around",wwe,FAVOR,sports_domain,1,1,"to the people who followed me today, i actually don’t tweet this much about wwe all the time, despite what some people on here who hate me think. if you like movies and the beautiful boys of ddt pro wrestling, stick around
2
1
66"
democracy,Becomes a candidate again Facebook and Twitter will lift their well earned bans. We are in the early years of a great struggle in this country that will last a long time provided the pro democracy side can win elections because we are one away from seeing the autocratic side,pro democracy side,FAVOR,politic,1,1,Becomes a candidate again Facebook and Twitter will lift their well earned bans. We are in the early years of a great struggle in this country that will last a long time provided the pro democracy side can win elections because we are one away from seeing the autocratic side
women's rights,"Let us make sure that human rights, women's rights, minority rights are always on the table. These are not secondary issues that can be put on a back burner in the name of trade deals or financial deals. Thread:",human rights,FAVOR,rights_domain,1,1,"Let us make sure that human rights, women's rights, minority rights are always on the table. These are not secondary issues that can be put on a back burner in the name of trade deals or financial deals. Thread:
1
3
7"
arming teachers,Gun-free zones will never entirely be eliminated as long as there is private property. Even a state like Texas would have enclaves where firearms were prohibited. Arming the teachers would be a logistical nightmare. Maybe it s time to acknowledge what the problem really is.,teachers,NONE,education_and_culture_domain,1,1,"“Gun-free zones” will never entirely be eliminated as long as there is private property. Even a state like Texas would have enclaves where firearms were prohibited. Arming the teachers would be a logistical nightmare.

Maybe it’s time to acknowledge what the problem really is.
1
1
19"
vegetarian,"there ain t been a harder bar uttered since 3oh!3 said tell your boyfriend, if he says he s got beef, that imma vegetarian and i ain t fuckin scared of him",beef,FAVOR,consumption_and_entertainment_domain,1,1,"there ain’t been a harder bar uttered since 3oh!3 said “tell your boyfriend, if he says he’s got beef, that imma vegetarian and i ain’t fuckin scared of him”
1
6
49"
gun control,"Tonight's Conservative Daily is a wild one. Oltmann is melting down over a bunch of stuff gun control, apparently he is part of a criminal investigation? Hints that Max instigated it? Viewers seem lower than average. Sad!",gun control,FAVOR,rights_domain,1,1,"Tonight's Conservative Daily is a wild one. Oltmann is melting down over a bunch of stuff — gun control, apparently he is part of a criminal investigation? Hints that Max instigated it? Viewers seem lower than average. Sad!
4
1
27"
racism,"The correct way to deal with racism is to actually deal with it through education and exposure... the wrong way is to change superficial nomenclature that otherwise makes total sense, with new nomenclature that confuses the issues and muddies the",Racism,AGAINST,rights_domain,1,1,"The correct way to deal with racism is to actually deal with it through education and exposure... the wrong way is to change superficial nomenclature that otherwise makes total sense, with new nomenclature that confuses the issues and muddies the"
democracy,"Reminder that no one in our ruling class ever actually cared about democracy or human rights in China. Nothing ever mattered but lining-up contracts for donors, friends, and family, and getting in on the",China,NONE,politic,0,1,"Reminder that no one in our ruling class ever actually cared about democracy or human rights in China. Nothing ever mattered but lining-up contracts for donors, friends, and family, and getting in on the"
